GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQBE001,NAME_M,JQBM001
"G3300050","2006-2010","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33005",,,"Cheshire County, New Hampshire",27045,"Cheshire County, New Hampshire",841
"G3300070","2006-2010","NH",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33007",,,"Coos County, New Hampshire",22976,"Coos County, New Hampshire",873
"G3300090","2006-2010","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33009",,,"Grafton County, New Hampshire",28170,"Grafton County, New Hampshire",778
"G3300110","2006-2010","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33011",,,"Hillsborough County, New Hampshire",33108,"Hillsborough County, New Hampshire",632
"G3300130","2006-2010","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33013",,,"Merrimack County, New Hampshire",30544,"Merrimack County, New Hampshire",692
"G3300150","2006-2010","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33015",,,"Rockingham County, New Hampshire",35889,"Rockingham County, New Hampshire",560
"G3300170","2006-2010","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33017",,,"Strafford County, New Hampshire",28059,"Strafford County, New Hampshire",630
"G3300190","2006-2010","NH",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33019",,,"Sullivan County, New Hampshire",26322,"Sullivan County, New Hampshire",767
"G3400010","2006-2010","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34001",,,"Atlantic County, New Jersey",27247,"Atlantic County, New Jersey",622
"G3400030","2006-2010","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34003",,,"Bergen County, New Jersey",42006,"Bergen County, New Jersey",429
"G3400050","2006-2010","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34005",,,"Burlington County, New Jersey",34802,"Burlington County, New Jersey",388
"G3400070","2006-2010","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34007",,,"Camden County, New Jersey",29478,"Camden County, New Jersey",335
"G3400090","2006-2010","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34009",,,"Cape May County, New Jersey",33571,"Cape May County, New Jersey",969
"G3400110","2006-2010","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34011",,,"Cumberland County, New Jersey",21883,"Cumberland County, New Jersey",507
"G3400130","2006-2010","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34013",,,"Essex County, New Jersey",31535,"Essex County, New Jersey",413
"G3400150","2006-2010","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34015",,,"Gloucester County, New Jersey",31210,"Gloucester County, New Jersey",459
"G3400170","2006-2010","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34017",,,"Hudson County, New Jersey",31024,"Hudson County, New Jersey",489
"G3400190","2006-2010","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34019",,,"Hunterdon County, New Jersey",48489,"Hunterdon County, New Jersey",1322
"G3400210","2006-2010","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34021",,,"Mercer County, New Jersey",36016,"Mercer County, New Jersey",666
"G3400230","2006-2010","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34023",,,"Middlesex County, New Jersey",33289,"Middlesex County, New Jersey",269
"G3400250","2006-2010","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34025",,,"Monmouth County, New Jersey",40976,"Monmouth County, New Jersey",536
"G3400270","2006-2010","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34027",,,"Morris County, New Jersey",47342,"Morris County, New Jersey",690
"G3400290","2006-2010","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34029",,,"Ocean County, New Jersey",29826,"Ocean County, New Jersey",338
"G3400310","2006-2010","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34031",,,"Passaic County, New Jersey",26095,"Passaic County, New Jersey",361
"G3400330","2006-2010","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34033",,,"Salem County, New Jersey",27296,"Salem County, New Jersey",655
"G3400350","2006-2010","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34035",,,"Somerset County, New Jersey",47067,"Somerset County, New Jersey",850
"G3400370","2006-2010","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34037",,,"Sussex County, New Jersey",35982,"Sussex County, New Jersey",741
"G3400390","2006-2010","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34039",,,"Union County, New Jersey",34096,"Union County, New Jersey",507
"G3400410","2006-2010","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34041",,,"Warren County, New Jersey",32985,"Warren County, New Jersey",842
"G3500010","2006-2010","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35001",,,"Bernalillo County, New Mexico",26143,"Bernalillo County, New Mexico",306
"G3500030","2006-2010","NM",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35003",,,"Catron County, New Mexico",20895,"Catron County, New Mexico",2238
"G3500050","2006-2010","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35005",,,"Chaves County, New Mexico",18504,"Chaves County, New Mexico",707
"G3500060","2006-2010","NM",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35006",,,"Cibola County, New Mexico",14712,"Cibola County, New Mexico",917
"G3500070","2006-2010","NM",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35007",,,"Colfax County, New Mexico",21047,"Colfax County, New Mexico",1240
"G3500090","2006-2010","NM",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35009",,,"Curry County, New Mexico",19925,"Curry County, New Mexico",820
"G3500110","2006-2010","NM",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35011",,,"De Baca County, New Mexico",20769,"De Baca County, New Mexico",3819
"G3500130","2006-2010","NM",,,"New Mexico","35","Dona Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35013",,,"Doña Ana County, New Mexico",18315,"Doña Ana County, New Mexico",381
"G3500150","2006-2010","NM",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35015",,,"Eddy County, New Mexico",24587,"Eddy County, New Mexico",1346
"G3500170","2006-2010","NM",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35017",,,"Grant County, New Mexico",21164,"Grant County, New Mexico",1232
"G3500190","2006-2010","NM",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35019",,,"Guadalupe County, New Mexico",13710,"Guadalupe County, New Mexico",1986
"G3500210","2006-2010","NM",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35021",,,"Harding County, New Mexico",14684,"Harding County, New Mexico",1483
"G3500230","2006-2010","NM",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35023",,,"Hidalgo County, New Mexico",17451,"Hidalgo County, New Mexico",2504
"G3500250","2006-2010","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35025",,,"Lea County, New Mexico",19637,"Lea County, New Mexico",812
"G3500270","2006-2010","NM",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35027",,,"Lincoln County, New Mexico",24290,"Lincoln County, New Mexico",1836
"G3500280","2006-2010","NM",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35028",,,"Los Alamos County, New Mexico",49474,"Los Alamos County, New Mexico",1983
"G3500290","2006-2010","NM",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35029",,,"Luna County, New Mexico",15687,"Luna County, New Mexico",1524
"G3500310","2006-2010","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35031",,,"McKinley County, New Mexico",12932,"McKinley County, New Mexico",504
"G3500330","2006-2010","NM",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35033",,,"Mora County, New Mexico",22035,"Mora County, New Mexico",3833
"G3500350","2006-2010","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35035",,,"Otero County, New Mexico",19255,"Otero County, New Mexico",688
"G3500370","2006-2010","NM",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35037",,,"Quay County, New Mexico",18234,"Quay County, New Mexico",1531
"G3500390","2006-2010","NM",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35039",,,"Rio Arriba County, New Mexico",19913,"Rio Arriba County, New Mexico",918
"G3500410","2006-2010","NM",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35041",,,"Roosevelt County, New Mexico",16933,"Roosevelt County, New Mexico",1196
"G3500430","2006-2010","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35043",,,"Sandoval County, New Mexico",25979,"Sandoval County, New Mexico",741
"G3500450","2006-2010","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35045",,,"San Juan County, New Mexico",20725,"San Juan County, New Mexico",624
"G3500470","2006-2010","NM",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35047",,,"San Miguel County, New Mexico",18508,"San Miguel County, New Mexico",1091
"G3500490","2006-2010","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35049",,,"Santa Fe County, New Mexico",32188,"Santa Fe County, New Mexico",934
"G3500510","2006-2010","NM",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35051",,,"Sierra County, New Mexico",16667,"Sierra County, New Mexico",1719
"G3500530","2006-2010","NM",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35053",,,"Socorro County, New Mexico",17801,"Socorro County, New Mexico",1539
"G3500550","2006-2010","NM",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35055",,,"Taos County, New Mexico",22145,"Taos County, New Mexico",1240
"G3500570","2006-2010","NM",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35057",,,"Torrance County, New Mexico",17278,"Torrance County, New Mexico",1107
"G3500590","2006-2010","NM",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35059",,,"Union County, New Mexico",19228,"Union County, New Mexico",2318
"G3500610","2006-2010","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35061",,,"Valencia County, New Mexico",19955,"Valencia County, New Mexico",639
"G3600010","2006-2010","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36001",,,"Albany County, New York",30863,"Albany County, New York",487
"G3600030","2006-2010","NY",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36003",,,"Allegany County, New York",20058,"Allegany County, New York",696
"G3600050","2006-2010","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36005",,,"Bronx County, New York",17575,"Bronx County, New York",163
"G3600070","2006-2010","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36007",,,"Broome County, New York",24314,"Broome County, New York",433
"G3600090","2006-2010","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36009",,,"Cattaraugus County, New York",20824,"Cattaraugus County, New York",416
"G3600110","2006-2010","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36011",,,"Cayuga County, New York",22959,"Cayuga County, New York",532
"G3600130","2006-2010","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36013",,,"Chautauqua County, New York",21033,"Chautauqua County, New York",412
"G3600150","2006-2010","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36015",,,"Chemung County, New York",23457,"Chemung County, New York",655
"G3600170","2006-2010","NY",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36017",,,"Chenango County, New York",22036,"Chenango County, New York",844
"G3600190","2006-2010","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36019",,,"Clinton County, New York",22660,"Clinton County, New York",658
"G3600210","2006-2010","NY",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36021",,,"Columbia County, New York",31844,"Columbia County, New York",1461
"G3600230","2006-2010","NY",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36023",,,"Cortland County, New York",22078,"Cortland County, New York",726
"G3600250","2006-2010","NY",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36025",,,"Delaware County, New York",22928,"Delaware County, New York",738
"G3600270","2006-2010","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36027",,,"Dutchess County, New York",31642,"Dutchess County, New York",573
"G3600290","2006-2010","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36029",,,"Erie County, New York",26378,"Erie County, New York",232
"G3600310","2006-2010","NY",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36031",,,"Essex County, New York",24390,"Essex County, New York",1483
"G3600330","2006-2010","NY",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36033",,,"Franklin County, New York",19807,"Franklin County, New York",652
"G3600350","2006-2010","NY",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36035",,,"Fulton County, New York",23147,"Fulton County, New York",1397
"G3600370","2006-2010","NY",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36037",,,"Genesee County, New York",24323,"Genesee County, New York",921
"G3600390","2006-2010","NY",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36039",,,"Greene County, New York",23461,"Greene County, New York",1118
"G3600410","2006-2010","NY",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36041",,,"Hamilton County, New York",29965,"Hamilton County, New York",2672
"G3600430","2006-2010","NY",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36043",,,"Herkimer County, New York",21908,"Herkimer County, New York",494
"G3600450","2006-2010","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36045",,,"Jefferson County, New York",21823,"Jefferson County, New York",414
"G3600470","2006-2010","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36047",,,"Kings County, New York",23605,"Kings County, New York",188
"G3600490","2006-2010","NY",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36049",,,"Lewis County, New York",20970,"Lewis County, New York",706
"G3600510","2006-2010","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36051",,,"Livingston County, New York",22923,"Livingston County, New York",549
"G3600530","2006-2010","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36053",,,"Madison County, New York",24311,"Madison County, New York",692
"G3600550","2006-2010","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36055",,,"Monroe County, New York",26999,"Monroe County, New York",282
"G3600570","2006-2010","NY",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36057",,,"Montgomery County, New York",22347,"Montgomery County, New York",644
"G3600590","2006-2010","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36059",,,"Nassau County, New York",41387,"Nassau County, New York",361
"G3600610","2006-2010","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36061",,,"New York County, New York",59149,"New York County, New York",623
"G3600630","2006-2010","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36063",,,"Niagara County, New York",24224,"Niagara County, New York",449
"G3600650","2006-2010","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36065",,,"Oneida County, New York",23458,"Oneida County, New York",426
"G3600670","2006-2010","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36067",,,"Onondaga County, New York",27037,"Onondaga County, New York",347
"G3600690","2006-2010","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36069",,,"Ontario County, New York",28950,"Ontario County, New York",674
"G3600710","2006-2010","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36071",,,"Orange County, New York",28944,"Orange County, New York",456
"G3600730","2006-2010","NY",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36073",,,"Orleans County, New York",20812,"Orleans County, New York",607
"G3600750","2006-2010","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36075",,,"Oswego County, New York",21604,"Oswego County, New York",501
"G3600770","2006-2010","NY",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36077",,,"Otsego County, New York",22902,"Otsego County, New York",808
"G3600790","2006-2010","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36079",,,"Putnam County, New York",37915,"Putnam County, New York",1059
"G3600810","2006-2010","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36081",,,"Queens County, New York",25553,"Queens County, New York",176
"G3600830","2006-2010","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36083",,,"Rensselaer County, New York",27457,"Rensselaer County, New York",497
"G3600850","2006-2010","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36085",,,"Richmond County, New York",30843,"Richmond County, New York",356
"G3600870","2006-2010","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36087",,,"Rockland County, New York",34304,"Rockland County, New York",668
"G3600890","2006-2010","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36089",,,"St. Lawrence County, New York",20143,"St. Lawrence County, New York",484
"G3600910","2006-2010","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36091",,,"Saratoga County, New York",32186,"Saratoga County, New York",545
"G3600930","2006-2010","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36093",,,"Schenectady County, New York",27500,"Schenectady County, New York",569
"G3600950","2006-2010","NY",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36095",,,"Schoharie County, New York",25105,"Schoharie County, New York",879
"G3600970","2006-2010","NY",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36097",,,"Schuyler County, New York",22123,"Schuyler County, New York",823
"G3600990","2006-2010","NY",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36099",,,"Seneca County, New York",21818,"Seneca County, New York",542
"G3601010","2006-2010","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36101",,,"Steuben County, New York",23279,"Steuben County, New York",501
"G3601030","2006-2010","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36103",,,"Suffolk County, New York",35755,"Suffolk County, New York",241
"G3601050","2006-2010","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36105",,,"Sullivan County, New York",23422,"Sullivan County, New York",794
"G3601070","2006-2010","NY",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36107",,,"Tioga County, New York",24596,"Tioga County, New York",805
"G3601090","2006-2010","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36109",,,"Tompkins County, New York",25737,"Tompkins County, New York",684
