GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GNW001
"G1301830","2000","US","3","5","Georgia","13","Long","183",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1038375404","6668719","Long County","A","+31764099","-081763179","06",,,12586
"G1301850","2000","US","3","5","Georgia","13","Lowndes","185",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1305927264","16602714","Lowndes County","A","+30848527","-083277179","06",,,16683
"G1301870","2000","US","3","5","Georgia","13","Lumpkin","187",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"736771861","1031831","Lumpkin County","A","+34541761","-083992360","06",,,18062
"G1301890","2000","US","3","5","Georgia","13","McDuffie","189",,,,,"0",,,,,,,,,,,,,"0600","99","N","9999","9999","9",,,,,,,,,"672808402","16899120","McDuffie County","A","+33466930","-082477337","06",,,18005
"G1301910","2000","US","3","5","Georgia","13","McIntosh","191",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1122627946","365385033","McIntosh County","A","+31472512","-081408986","06",,,14253
"G1301930","2000","US","3","5","Georgia","13","Macon","193",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1044500275","6906037","Macon County","A","+32350146","-084047114","06",,,11820
"G1301950","2000","US","3","5","Georgia","13","Madison","195",,,,,"0",,,,,,,,,,,,,"0500","99","N","9999","9999","9",,,,,,,,,"735244939","4382980","Madison County","A","+34109553","-083216992","06",,,16998
"G1301970","2000","US","3","5","Georgia","13","Marion","197",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"950523954","1279491","Marion County","A","+32369162","-084537079","06",,,14044
"G1301990","2000","US","3","5","Georgia","13","Meriwether","199",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1303494988","5335045","Meriwether County","A","+33002625","-084652379","06",,,15708
"G1302010","2000","US","3","5","Georgia","13","Miller","201",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"733086780","1748419","Miller County","A","+31166180","-084733801","06",,,15435
"G1302050","2000","US","3","5","Georgia","13","Mitchell","205",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1325963353","4792956","Mitchell County","A","+31207160","-084171566","06",,,13042
"G1302070","2000","US","3","5","Georgia","13","Monroe","207",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1024675743","5612119","Monroe County","A","+33032414","-083919346","06",,,19580
"G1302090","2000","US","3","5","Georgia","13","Montgomery","209",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"635389441","5154042","Montgomery County","A","+32181044","-082524801","06",,,14182
"G1302110","2000","US","3","5","Georgia","13","Morgan","211",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"905550810","12854379","Morgan County","A","+33592970","-083492962","06",,,18823
"G1302130","2000","US","3","5","Georgia","13","Murray","213",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"892021622","6392459","Murray County","A","+34776038","-084772091","06",,,16230
"G1302150","2000","US","3","5","Georgia","13","Muscogee","215",,,,,"0",,,,,,,,,,,,,"1800","99","N","9999","9999","9",,,,,,,,,"560106351","12273208","Muscogee County","N","+32490061","-084942179","06",,,18262
"G1302170","2000","US","3","5","Georgia","13","Newton","217",,,,,"0",,,,,,,,,,,,,"0520","99","N","9999","9999","9",,,,,,,,,"715958451","7142945","Newton County","A","+33569094","-083859105","06",,,19317
"G1302190","2000","US","3","5","Georgia","13","Oconee","219",,,,,"0",,,,,,,,,,,,,"0500","99","N","9999","9999","9",,,,,,,,,"480973488","1133955","Oconee County","A","+33873241","-083446948","06",,,24153
"G1302210","2000","US","3","5","Georgia","13","Oglethorpe","221",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1142472771","2742852","Oglethorpe County","A","+33877055","-083111487","06",,,17089
"G1302230","2000","US","3","5","Georgia","13","Paulding","223",,,,,"0",,,,,,,,,,,,,"0520","99","N","9999","9999","9",,,,,,,,,"811780741","4233552","Paulding County","A","+33902776","-084831116","06",,,19974
"G1302250","2000","US","3","5","Georgia","13","Peach","225",,,,,"0",,,,,,,,,,,,,"4680","99","N","9999","9999","9",,,,,,,,,"391239596","1032378","Peach County","A","+32573982","-083835036","06",,,16031
"G1302270","2000","US","3","5","Georgia","13","Pickens","227",,,,,"0",,,,,,,,,,,,,"0520","99","N","9999","9999","9",,,,,,,,,"601210901","1681003","Pickens County","A","+34461344","-084437526","06",,,19774
"G1302290","2000","US","3","5","Georgia","13","Pierce","229",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"889019723","1685972","Pierce County","A","+31344717","-082219039","06",,,14230
"G1302310","2000","US","3","5","Georgia","13","Pike","231",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"565586305","2734772","Pike County","A","+33089773","-084377396","06",,,17661
"G1302330","2000","US","3","5","Georgia","13","Polk","233",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"805850175","2572981","Polk County","A","+34007831","-085178124","06",,,15617
"G1302350","2000","US","3","5","Georgia","13","Pulaski","235",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"640823044","6391450","Pulaski County","A","+32246506","-083467422","06",,,16435
"G1302370","2000","US","3","5","Georgia","13","Putnam","237",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"892327693","41706037","Putnam County","A","+33318579","-083354329","06",,,20161
"G1302390","2000","US","3","5","Georgia","13","Quitman","239",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"392495592","24288073","Quitman County","A","+31857712","-085047248","06",,,14301
"G1302410","2000","US","3","5","Georgia","13","Rabun","241",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"961008648","15385167","Rabun County","A","+34877522","-083437178","06",,,20608
"G1302430","2000","US","3","5","Georgia","13","Randolph","243",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1111740855","4255508","Randolph County","A","+31764054","-084745351","06",,,11809
"G1302450","2000","US","3","5","Georgia","13","Richmond","245",,,,,"0",,,,,,,,,,,,,"0600","99","N","9999","9999","9",,,,,,,,,"839251992","11432240","Richmond County","N","+33429488","-082028396","06",,,17088
"G1302470","2000","US","3","5","Georgia","13","Rockdale","247",,,,,"0",,,,,,,,,,,,,"0520","99","N","9999","9999","9",,,,,,,,,"338332197","3877444","Rockdale County","A","+33654110","-084021691","06",,,22300
"G1302490","2000","US","3","5","Georgia","13","Schley","249",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"434098341","547891","Schley County","A","+32246795","-084320084","06",,,14981
"G1302510","2000","US","3","5","Georgia","13","Screven","251",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1679454296","18503827","Screven County","A","+32745608","-081632067","06",,,13894
"G1302530","2000","US","3","5","Georgia","13","Seminole","253",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"616516673","47978014","Seminole County","A","+30956754","-084868391","06",,,14635
"G1302550","2000","US","3","5","Georgia","13","Spalding","255",,,,,"0",,,,,,,,,,,,,"0520","99","N","9999","9999","9",,,,,,,,,"512691349","4267816","Spalding County","A","+33255567","-084275067","06",,,16791
"G1302570","2000","US","3","5","Georgia","13","Stephens","257",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"464273383","12877539","Stephens County","A","+34556658","-083288673","06",,,15529
"G1302590","2000","US","3","5","Georgia","13","Stewart","259",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1188025171","11733568","Stewart County","A","+32086132","-084815050","06",,,16071
"G1302610","2000","US","3","5","Georgia","13","Sumter","261",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1256877305","18803133","Sumter County","A","+32051968","-084202962","06",,,15083
"G1302630","2000","US","3","5","Georgia","13","Talbot","263",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1018416278","3948522","Talbot County","A","+32691576","-084544527","06",,,14539
"G1302650","2000","US","3","5","Georgia","13","Taliaferro","265",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"506054791","197627","Taliaferro County","A","+33568320","-082894881","06",,,15498
"G1302670","2000","US","3","5","Georgia","13","Tattnall","267",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1252759764","11729696","Tattnall County","A","+32049911","-082035100","06",,,13439
"G1302690","2000","US","3","5","Georgia","13","Taylor","269",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"977566155","5620795","Taylor County","A","+32549925","-084227022","06",,,13432
"G1302710","2000","US","3","5","Georgia","13","Telfair","271",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1142421448","7751572","Telfair County","A","+32005072","-082908006","06",,,14197
"G1302730","2000","US","3","5","Georgia","13","Terrell","273",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"868600580","5851935","Terrell County","A","+31786049","-084437251","06",,,13894
"G1302750","2000","US","3","5","Georgia","13","Thomas","275",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1420100474","9777426","Thomas County","A","+30872279","-083949960","06",,,16211
"G1302770","2000","US","3","5","Georgia","13","Tift","277",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"686474357","9871959","Tift County","A","+31458076","-083519231","06",,,16833
"G1302790","2000","US","3","5","Georgia","13","Toombs","279",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"949616868","5159644","Toombs County","A","+32176536","-082361368","06",,,14252
"G1302810","2000","US","3","5","Georgia","13","Towns","281",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"431655083","13849053","Towns County","A","+34931235","-083758821","06",,,18221
"G1302830","2000","US","3","5","Georgia","13","Treutlen","283",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"519708107","3964857","Treutlen County","A","+32395152","-082577844","06",,,13122
"G1302850","2000","US","3","5","Georgia","13","Troup","285",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1072008628","83023520","Troup County","A","+33027833","-085034090","06",,,17626
"G1302870","2000","US","3","5","Georgia","13","Turner","287",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"740808082","9906871","Turner County","A","+31707392","-083621824","06",,,13454
"G1302890","2000","US","3","5","Georgia","13","Twiggs","289",,,,,"0",,,,,,,,,,,,,"4680","99","N","9999","9999","9",,,,,,,,,"933142151","6881116","Twiggs County","A","+32658820","-083395136","06",,,14259
"G1302910","2000","US","3","5","Georgia","13","Union","291",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"835397617","16768568","Union County","A","+34856402","-084009393","06",,,18845
"G1302930","2000","US","3","5","Georgia","13","Upson","293",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"842996575","5580060","Upson County","A","+32897982","-084316150","06",,,17053
"G1302950","2000","US","3","5","Georgia","13","Walker","295",,,,,"0",,,,,,,,,,,,,"1560","99","N","9999","9999","9",,,,,,,,,"1156636353","1164775","Walker County","A","+34818692","-085291825","06",,,15867
"G1302970","2000","US","3","5","Georgia","13","Walton","297",,,,,"0",,,,,,,,,,,,,"0520","99","N","9999","9999","9",,,,,,,,,"852571171","2262393","Walton County","A","+33784274","-083741320","06",,,19470
"G1302990","2000","US","3","5","Georgia","13","Ware","299",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2336928831","10408357","Ware County","A","+31205650","-082412807","06",,,14384
"G1303010","2000","US","3","5","Georgia","13","Warren","301",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"739498074","3149261","Warren County","A","+33416748","-082663637","06",,,14022
"G1303030","2000","US","3","5","Georgia","13","Washington","303",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1762073768","10442069","Washington County","A","+32949364","-082782607","06",,,15565
"G1303050","2000","US","3","5","Georgia","13","Wayne","305",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1669667768","10704521","Wayne County","A","+31601826","-081928050","06",,,15628
"G1303070","2000","US","3","5","Georgia","13","Webster","307",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"542694470","1868733","Webster County","A","+32047431","-084558131","06",,,14772
"G1303090","2000","US","3","5","Georgia","13","Wheeler","309",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"771080931","6277076","Wheeler County","A","+32127572","-082742799","06",,,13005
"G1303110","2000","US","3","5","Georgia","13","White","311",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"625684363","1510192","White County","A","+34615230","-083742570","06",,,17193
"G1303130","2000","US","3","5","Georgia","13","Whitfield","313",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"751057934","1718369","Whitfield County","A","+34797393","-084972833","06",,,18515
"G1303150","2000","US","3","5","Georgia","13","Wilcox","315",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"984962820","7768983","Wilcox County","A","+31962807","-083450409","06",,,14014
"G1303170","2000","US","3","5","Georgia","13","Wilkes","317",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1220854166","6789243","Wilkes County","A","+33767503","-082737630","06",,,15020
"G1303190","2000","US","3","5","Georgia","13","Wilkinson","319",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1156576514","14114360","Wilkinson County","A","+32835890","-083226599","06",,,14658
"G1303210","2000","US","3","5","Georgia","13","Worth","321",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1475586100","12577598","Worth County","A","+31556977","-083840672","06",,,15856
"G1500010","2000","US","4","9","Hawaii","15","Hawaii","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"10432517539","2741985846","Hawaii County","A","+19683885","-155393159","06",,,18791
"G1500030","2000","US","4","9","Hawaii","15","Honolulu","003",,,,,"0",,,,,,,,,,,,,"3320","99","N","9999","9999","9",,,,,,,,,"1553387626","3955125860","Honolulu County","A","+21426126","-158035861","06",,,21998
"G1500050","2000","US","4","9","Hawaii","15","Kalawao","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"34201958","101319995","Kalawao County","G","+21188462","-156970983","06",,,13756
"G1500070","2000","US","4","9","Hawaii","15","Kauai","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1612110222","1667768078","Kauai County","A","+21999721","-159477601","06",,,20301
"G1500090","2000","US","4","9","Hawaii","15","Maui","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3002303962","3210392559","Maui County","A","+20901025","-156615839","06",,,22033
"G1600010","2000","US","4","8","Idaho","16","Ada","001",,,,,"0",,,,,,,,,,,,,"1080","99","N","9999","9999","9",,,,,,,,,"2732414018","13822607","Ada County","A","+43560300","-116280069","06",,,22519
"G1600030","2000","US","4","8","Idaho","16","Adams","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3534240016","14055584","Adams County","A","+44917815","-116392914","06",,,14908
"G1600050","2000","US","4","8","Idaho","16","Bannock","005",,,,,"0",,,,,,,,,,,,,"6340","99","N","9999","9999","9",,,,,,,,,"2883429627","88465277","Bannock County","A","+42777785","-112346267","06",,,17148
"G1600070","2000","US","4","8","Idaho","16","Bear Lake","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2515865034","202159268","Bear Lake County","A","+42310550","-111350221","06",,,13592
"G1600090","2000","US","4","8","Idaho","16","Benewah","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2010008935","20487687","Benewah County","A","+47240039","-116637643","06",,,15285
"G1600110","2000","US","4","8","Idaho","16","Bingham","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5425336578","66059020","Bingham County","A","+43179755","-112363605","06",,,14365
"G1600130","2000","US","4","8","Idaho","16","Blaine","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6849954809","42059646","Blaine County","A","+43437061","-114178832","06",,,31346
"G1600150","2000","US","4","8","Idaho","16","Boise","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4927348953","11146409","Boise County","A","+43955457","-115858563","06",,,18787
"G1600170","2000","US","4","8","Idaho","16","Bonner","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4500542891","471181080","Bonner County","A","+48316414","-116686831","06",,,17263
"G1600190","2000","US","4","8","Idaho","16","Bonneville","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4839334408","83335445","Bonneville County","A","+43474131","-111872559","06",,,18326
"G1600210","2000","US","4","8","Idaho","16","Boundary","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3286192758","24348657","Boundary County","A","+48758435","-116373036","06",,,14636
"G1600230","2000","US","4","8","Idaho","16","Butte","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5783048305","1916981","Butte County","A","+43686343","-113199944","06",,,14948
"G1600250","2000","US","4","8","Idaho","16","Camas","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2784123824","10524748","Camas County","A","+43391502","-114773345","06",,,19550
"G1600270","2000","US","4","8","Idaho","16","Canyon","027",,,,,"0",,,,,,,,,,,,,"1080","99","N","9999","9999","9",,,,,,,,,"1527363178","35719112","Canyon County","A","+43618140","-116673633","06",,,15155
"G1600290","2000","US","4","8","Idaho","16","Caribou","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4573948205","84466498","Caribou County","A","+42726467","-111662032","06",,,15179
"G1600310","2000","US","4","8","Idaho","16","Cassia","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6647063674","35897093","Cassia County","A","+42357856","-113638731","06",,,14087
"G1600330","2000","US","4","8","Idaho","16","Clark","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4570381864","1503265","Clark County","A","+44240975","-112291097","06",,,11141
"G1600350","2000","US","4","8","Idaho","16","Clearwater","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6375003321","69148734","Clearwater County","A","+46653353","-115858748","06",,,15463
